Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
INFY,Infosys,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Chartist Talk: Rahul Ghose sees choppy August for Nifty, expects continued Bank Nifty outperformance Rahul Ghose, founder and chief executive of Octanom Tech and Hedged, expects the choppy trade for t",2025-08-03,-1,False,"environment, safety","resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 1.12%; stock among top losers on Nifty 50 Shares of Infosys were trading at Rs 1,444 on the NSE, a decline of 1.12% in Wednesday's session. The stock is currently among the top los",2025-08-06,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls in early trade Shares of Infosys were trading lower in Friday's session. At 9:20 am, the stock was priced at Rs 1,544, a 0.55% decrease from the previous close. The decline r",2025-07-25,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex crashes over 500 pts, Nifty below 25,000: US strikes on Iran among key factors behind market decline The equity benchmark indices declined sharply on Monday amid rising geopolitical tensions in",2025-06-23,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall nearly 1% in early trade Shares of Infosys were trading lower by nearly 1% in Thursday's session. The stock is currently trading lower compared to its previous close of Rs 1,574.50",2025-07-24,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls nearly 1% in Friday's trading session Shares of Infosys were trading lower in Friday’s session. The stock price declined by 0.90% to Rs 1,424 at 12:00 pm. This represents a d",2025-08-08,-2,False,,"share price, stock price",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls nearly 1% in morning trade Shares of Infosys declined by 0.98% to Rs 1,422.80 in Friday's morning trade on the NSE, as of 11:00 am. Infosys's financial performance shows cons",2025-08-08,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Buy Infosys; target of Rs 1830: Deven Choksey Deven Choksey's research report on Infosys  Revenue came in at INR 4,22,790 Mn. (+3.3% QoQ/+7.5% YoY), above our estimates by 4.0%, led by stronger growth",2025-07-24,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls 1.07% in morning trade Shares of Infosys experienced a decline of 1.07% to trade at Rs 1,557.70 on Thursday. During the session, the stock reached a high of Rs 1,582 and a lo",2025-07-24,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys Q1 FY26 Net Profit at ₹6,921 Crore, Up 8.6% YoY   Infosys reported a consolidated net profit of ₹6,921 crore for the first quarter of FY26, an increase of 8.6% year-on-year. Revenue from opera",2025-07-23,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls 0.60% in morning trade Shares of Infosys were trading at Rs 1,506.90 on the NSE, a decline of 0.60% from the previous close, at 11:30 am on Tuesday. Earlier in the session, t",2025-07-29,-2,False,,"share price, intraday",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 1.12% in today's session; over 14 lakh shares traded Infosys shares declined by 1.12% to Rs 1,492.10 in Friday's trading session. This decline reflects a shift in investor sentimen",2025-08-01,-1,False,,trading volume,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex slips over 1,000 pts, Nifty below 24,500: Rising US bond yields among key factors behind market sell-off The benchmark equity indices tumbled over 1 percent on Thursday, tracking a sharp sell-o",2025-05-22,0,False,"sustainability, sustainable","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares trade flat after last hour change; stock currently at Rs 1,582.70 Shares of Infosys were trading flat in Monday's session, with the stock currently priced at Rs 1,582.70. This comes aft",2025-07-21,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price declines 1.22% in intraday trade Shares of Infosys were trading lower in Tuesday’s session, with the stock currently priced at Rs 1,462.40 on the NSE, a 1.22% decline from the prev",2025-08-05,-2,False,,"share price, intraday",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 1.30% in today's session; over 87 lakh shares traded Shares of Infosys declined by 1.30% to Rs 1,554.00 in Thursday's session. A total of over 87.28 lakh shares were traded. The st",2025-07-24,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"BofA sees Nifty touching 25,000 by December, expects negative returns for small, midcaps in 2025 Bank of America (BofA) Securities said it expects the benchmark index Nifty 50 to touch 25,000 by Decem",2025-03-06,-2,False,labor,"target price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Global environment ‘more stable’ but not yet fully settled, says Infosys CEO Salil Parekh Salil Parekh, the CEO of India’s second-largest IT firm Infosys said the global macroeconomic environment is s",2025-07-23,0,False,environment,brokerage,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex slides over 500 pts, Nifty below 24,550: Muted global cues among key factors behind market decline Benchmark equity indices Sensex and Nifty declined on Thursday, dragged by selling in banking,",2025-05-15,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares decline marginally; trading at Rs 1,583.10 Shares of Infosys were trading lower in Wednesday’s session, with the stock currently priced at Rs 1,583.10. This represents a marginal declin",2025-07-23,0,False,labor,intraday,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls 1.45% in early trade Shares of Infosys were trading lower in Friday's session, with the stock priced at Rs 1,530. At 10:00 am, the stock showed a decline of 1.45% from its pr",2025-07-25,-2,False,,"share price, stock price",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price rises marginally in Thursday's trading session Shares of Infosys were trading at Rs 1,523.90 on Thursday. The stock experienced a marginal rise of 0.32% in today's session in the a",2025-07-31,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares trade flat in today's trading session Infosys shares were trading flat at Rs 1,437.00 on Thursday, a marginal increase of 0.02% from the previous close, as of 10:00 am. The stock is par",2025-08-07,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex falls 400 pts, Nifty at 23,200: Trump’s reciprocal tariffs among key factors to rattle markets Benchmark indices Sensex and Nifty slipped in early trade on Thursday, tracking weak global cues a",2025-04-03,-3,False,,"candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls marginally in today's session Shares of Infosys were trading at Rs 1,466.40 on Monday, showing a decline of 0.22% in today's session. The stock price experienced a slight dip",2025-08-04,-2,False,,"share price, stock price",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 0.74% in today's session; over 23.4 lakh shares traded Shares of Infosys were trading lower in Monday's session, with the stock priced at Rs 1,504.50, a decline of 0.74% from the p",2025-07-28,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall marginally in today's session; over 9.3 lakh shares traded Shares of Infosys were trading lower in Wednesday's session. The stock is currently priced at Rs 1,511.70 on the NSE, a d",2025-07-30,-1,False,,trading volume,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys Q1 preview: 5 key factors to watch for As Infosys gets ready to announce its first quarter results on July 23, investors will be closely tracking signs of a turnaround at India’s second-larges",2025-07-22,0,False,environment,brokerage,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 0.81% in Thursday's trading session Shares of Infosys were trading at Rs 1,425 on the NSE, a decline of 0.81% from the previous close, at 12:00 pm. The stock is currently trading l",2025-08-07,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls nearly 1% in afternoon trade Shares of Infosys slipped in afternoon trade, trading at Rs 1,568.90 on the NSE, a 0.97% decline from the previous close as of 2:50 pm. The stock",2025-07-22,0,False,labor,share price,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 0.71%; stock among top losers on Nifty 50 Shares of Infosys were trading down 0.71 percent at Rs 1,505.20 in Tuesday's session, making it among the top losers on Nifty 50. As of 11",2025-07-29,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Neutral Infosys; target of Rs 1750: Motilal Oswal Motilal Oswal's research report on Infosys  Infosys (INFO) reported 1QFY26 revenue of USD4.9b, up 2.6% QoQ in CC/ 3.8% YoY in CC vs. our estimate of +",2025-07-24,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares down nearly 1.5% in Friday's trading session Shares of Infosys were trading lower on Friday, with the stock declining nearly 1.5%. Shares are extending losses along with other IT majors",2025-07-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls 1.63% in today's session Shares of Infosys were trading lower in Thursday's session, with the stock currently priced at Rs 1,548.80, a 1.63% decrease. The stock touched a day",2025-07-24,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex crashes 1,500 pts, Nifty below 23,150: US tariff worries among key factors weighing on markets Equity benchmark indices declined sharply on Tuesday, led by IT and real estate stocks, as concern",2025-04-01,-3,False,,"brokerage, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys Consolidated June 2025 Net Sales at Rs 42,279.00 crore, up 7.54% Y-o-Y Reported Consolidated quarterly numbers for Infosys are:    Net Sales at Rs 42,279.00 crore in June 2025 up 7.54% from Rs",2025-07-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Jio Financial Services, Zomato close mixed on Nifty 50 debut; Britannia Industries, BPCL stocks jump post exit The latest entrants to the benchmark Nifty 50 index, food delivery major Zomato and non-b",2025-03-28,-1,False,inclusion,"intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex snaps 2-day winning streak, Nifty holds 22,500 after volatile session amid US tariff concerns; IT, realty drag Sensex ended marginally lower on Friday after a choppy session as concerns over gl",2025-03-07,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares fall 0.96% in early trade Shares of Infosys were trading at Rs 1,501.50 on the NSE, down by 0.96% in Tuesday's early session. The stock price movement reflects a decrease of Rs 14.50 fr",2025-07-29,-1,False,labor,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys share price falls 1.13% in early trade Shares of Infosys declined by 1.13% to Rs 1,498.60 in early trade on Monday. This decline reflects a decrease from its previous close, with the stock cur",2025-07-28,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Accumulate Infosys; target of Rs 1750: Prabhudas Lilladher Prabhudas Lilladher's research report on Infosys  The revenue growth performance (+2.6% CC QoQ) was above our estimates (+2.2% QoQ CC), attri",2025-07-24,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"April may be the best month for stocks, February the bleakest: Here’s why Wall Street often kicks off the year with a 'January effect' when shares rise more than any other month, but back home, an 'Ap",2025-05-30,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares decline 0.91% in today's session; over 79.2 lakh shares traded Shares of Infosys were trading at Rs 1,569.90 on the NSE, a decline of 0.91% from the previous close as of 3:20 pm. Over 7",2025-07-22,-1,False,labor,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty down as bank, auto stocks under pressure; mid-, small-cap indices fall over 1% India’s benchmark indices, Sensex and Nifty, were down on February 11, extending their losing streak to the",2025-02-11,-4,False,,"target price, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys shares among top losers on Nifty 50, decline 0.39% Shares of Infosys were trading down on Tuesday, with the stock priced at Rs 1,510.10 on the NSE at 1:10 pm. The stock is among the top losers",2025-07-29,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Kotak Institutional fears NMDC's earnings may peak in FY25, turns cautious on mining sector Leading miner National Mineral Development Corporation or NMDC is heading towards a sticky patch starting FY",2025-03-11,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"TCS, Wipro shares fall up to 4% after Jefferies' IT downgrade citing tariff hit on US growth Top IT shares were among the leading laggards on the benchmark Sensex, with Trump's reciprocal tariffs kick",2025-04-09,-4,False,,"target price, buy call, brokerage, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Top gainers and losers today: Stocks that moved the most on May 19 Benchmark indinces tumbled on May 19 tracking weak global cues, a selloff in IT shares and rising market volatility following Moody's",2025-05-19,-2,False,labor,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sagility India, Belrise Industries, Adani Energy added to Jefferies' model India portfolio In a market that is trading close to its peak, despite poor earnings, geopolitical tensions, and an unstable ",2025-07-11,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Trade Spotlight: How should you trade Bharat Dynamics, Cochin Shipyard, Max Financial Services, Alkem Labs, Bharti Airtel, and others on April 30? The market entered into a consolidation phase after r",2025-04-30,0,False,"sustainable, labor","stock price, support level",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty end flat for 3rd session; heavyweights offset pharma losses; broader market rise up to 2% Sensex and Nifty ended flat for the third session in a row ahead of the FOMC meeting minutes, se",2025-02-19,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Trade Spotlight: How should you trade Marico, Cholamandalam Investment, City Union Bank, MOIL, Granules, Supreme Ind, Inox Wind and others on May 28? The benchmark indices reversed the previous day's ",2025-05-27,-2,False,sustainable,"resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty flat ahead of FOMC minutes; mid-, small-cap indices drop up to 2% Sensex and Nifty flattened by midday on February 19 after opening lower, as investors remained cautious about stretched ",2025-02-19,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty close lower for 8th session; all 13 sectoral indices in red, broader markets crash up to 3% Sensex and Nifty fell for the eighth session for the first time in two years on February 14, a",2025-02-14,-4,False,,"resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Infosys, TCS, other IT heavyweights drop 1%, IT index snaps 2-day gaining streak amid weak market Several IT stocks declined on May 27, pushing the Nifty IT index down into the red to snap its two-day",2025-05-27,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Nifty IT index tops the chart after gaining Rs 1.16 lakh crore in value in nine sessions with eight up days The shares of TCS and Infosys were among the leading contributor on Sensex, as IT companies ",2025-06-16,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex settles nearly 600 pts lower, Nifty below 24,700: FII selling, rising India VIX among key factors behind market fall The equity benchmark indices Sensex and Nifty declined for the third day on ",2025-07-28,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Trade Spotlight: How should you trade Honasa Consumer, Godrej Properties, Elecon Engineering, Eternal, SBI, Adani Total Gas, and others on May 6? The benchmark indices gained some strength after a thr",2025-05-05,-4,False,,"technical chart, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex falls 700 pts, Nifty below 25,150: Selling in IT stocks among key factors behind market decline The benchmark stock indices Sensex and Nifty settled lower on Friday for the third session in a r",2025-07-11,-3,False,,"q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Trade Spotlight: How should you trade Eicher Motors, Tata Consumer Products, M&M, Wipro, Bharti Airtel, and others on June 20? Equity benchmark indices closed moderately lower amid a lacklustre sessio",2025-06-20,-3,False,,"candlestick, resistance, trading volume",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex, Nifty fall 0.5% each; 12 of 13 sectoral indices in the red, broader markets underperform The Sensex and Nifty slipped half a percent around noon on March 3, dragged down by oil &amp;amp; gas a",2025-03-03,-3,False,,"brokerage, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"IT, metal, realty stocks tumble up to 4% as Trump's tariffs, FOMC meet outcome weigh The shares of IT, metal and realty companies tumbled in morning trade on July 31 as Trump’s tariffs and penalty on ",2025-07-31,0,False,"environment, penalty","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex, Nifty hit eight-month low on US growth concerns; banking, IT stocks take a hit India's benchmark indexes slumped to their lowest levels in eight months, down 0.9 percent by noon on February 24",2025-02-24,-3,False,green energy,"target price, intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex jumps 500 pts, Nifty above 24,500: Sharp fall in crude, other key factors behind market rally The equity benchmark indices Sensex and Nifty surged in early trade on Monday amid sustained foreig",2025-05-05,-4,False,,"intraday, candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Auto, IT stocks in red amid tariff uncertainty; Maruti Suzuki, Tech Mahindra shares down up to 2% The shares of auto and IT companies dropped on July 7 as uncertainties around higher US tariffs and no",2025-07-07,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"CLSA says Q3 earnings stronger-than-expected, despite consensus doubts The earnings show for the three months ended December 2024 was better than expected, noted Hong Kong-based brokerage CLSA, sharin",2025-02-24,-1,False,labor,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex down nearly 700 pts, Nifty below 22,650; bank, IT stocks drag; mid-, small-cap indices fall over 1% Indian benchmark indexes Sensex and Nifty opened lower on February 24, tracking a global mark",2025-02-24,-2,False,green energy,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Tech Mahindra, Infosys, other IT stocks tumble on concerns over US' fiscal deficit The shares of IT companies tumbled on May 22, tracking Wall Street peers over concerns of possible widening of US' fe",2025-05-22,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex drops 850 pts, Nifty below 22,600, hits 8-month low on US growth concerns; Nifty IT sinks nearly 3% Sensex and Nifty extended their losing streak to a fifth straight session, plunging to an eig",2025-02-24,-4,False,green energy,"target price, intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,IT stocks drop up to 1.5% ahead of TCS Q1 results tomorrow The shares of IT companies declined in trade on July 9 as investors actively awaited the release of the first set to Q1 FY26 results from the,2025-07-09,-2,False,environment,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex declines 200 pts, Nifty below 24,600: RBI monetary policy among key factors behind market decline The benchmark indices Sensex and Nifty erased early gains to trade lower on Wednesday, dragged ",2025-08-06,-2,False,labor,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex surges 300 pts from day's low, Nifty above 25,200: 3 key reasons behind market rise The equity benchmark indices Sensex and Nifty settled marginally higher on Wednesday, rebounding from early l",2025-07-16,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,Indian billionaires shine in first half of 2025 despite market turbulence The wealth of several Indian billionaires saw significant growth despite pronounced market volatility in the first half of 202,2025-07-01,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex declines over 200 pts, Nifty below 25,100: Selling in IT stocks among key factors behind market decline The equity benchmarks Sensex and Nifty declined for the fourth straight day on Monday ami",2025-07-14,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex soars 450 pts, Nifty above 25,200: Easing inflation, IT buying, other key factors behind market rebound The benchmark equity indices Sensex and Nifty bounced back on Tuesday after four consecut",2025-07-15,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex crashes over 500 pts, Nifty below 25,000: US strikes on Iran among key factors behind market decline The equity benchmark indices declined sharply on Monday amid rising geopolitical tensions in",2025-06-23,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Eternal’s Rs 3 trillion dream divides the Street: FIIs bail, DIIs bite Even as Eternal Ltd basks in its Rs 3 lakh crore market cap — loftier than Tata Motors, ONGC or Wipro — global investors are grow",2025-07-23,0,False,,,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Q1 impact: Deepinder Goyal's net worth surges by Rs 1,700 crore as Eternal shares rise 20% in two days Eternal, the parent company of Zomato and Blinkit, saw its shares surge nearly 15 percent to hit ",2025-07-22,-1,False,waste,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Infosys Q1 preview: 5 key factors to watch for As Infosys gets ready to announce its first quarter results on July 23, investors will be closely tracking signs of a turnaround at India’s second-larges",2025-07-22,0,False,environment,brokerage,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"April may be the best month for stocks, February the bleakest: Here’s why Wall Street often kicks off the year with a 'January effect' when shares rise more than any other month, but back home, an 'Ap",2025-05-30,0,False,,,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Kotak Institutional fears NMDC's earnings may peak in FY25, turns cautious on mining sector Leading miner National Mineral Development Corporation or NMDC is heading towards a sticky patch starting FY",2025-03-11,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"Sensex plunges 1,400 pts, Nifty ends below 22,150 on fresh tariff concerns; markets lose Rs 8.8 lakh crore in m-cap Sensex and Nifty tumbled almost 2 percent on February 28, caught in a wave of broad-",2025-02-28,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
WIPRO,Wipro,"TCS, Wipro shares fall up to 4% after Jefferies' IT downgrade citing tariff hit on US growth Top IT shares were among the leading laggards on the benchmark Sensex, with Trump's reciprocal tariffs kick",2025-04-09,-4,False,,"target price, buy call, brokerage, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Trade Spotlight: How should you trade Cummins India, NTPC, Kotak Mahindra Bank, Avanti Feeds, Berger Paints, and others on February 25? The market remained in the control of bears, who dragged the Nif",2025-02-24,-2,False,,"resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Black Friday: Sensex crashes over 1,000 pts, Nifty sinks below 22,900; Trump tariffs among key factors to spook markets Equity markets witnessed a sharp sell-off on Friday, with benchmark indices fall",2025-04-04,-5,False,,"intraday, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex jumps 550 pts from day's low, Nifty above 22,650: Decline in oil prices among key factors behind market rally Sensex and Nifty witnessed an uptrend on Monday morning, following firm trends in A",2025-03-10,-5,False,,"intraday, candlestick, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HCLTECH,HCL Technologies,"Sensex surges 1,000 pts, Nifty above 24,300: Strong RIL Q4 results, other key factors behind market rally Sensex and Nifty rebounded over 1 percent on Monday in a holiday-shortened week amid a sharp r",2025-04-28,-2,False,environment,"q4 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
